X1;X2;Y
0.21634816449699817;0.02482504315071417;1.0
0.10105771017457713;1.3314333740038884;1.0
0.5087757267537952;0.6117579919092959;1.0
0.48001739389171005;1.934942744280661;1.0
1.9934792686226952;0.3754332472347853;1.0
1.2676749375594707;1.031906554860006;1.0
-1.344126329076994;-0.9334435787668555;1.0
0.6466491797380541;-1.3747652393893186;1.0
-1.3319153113046729;-0.24763613851742478;1.0
0.21414855996595492;-0.04638016634828154;0.0
-0.8195977093960631;0.00963121646291094;1.0
0.18392897662259589;1.2571989091479971;1.0
0.4285871424899784;-0.022218207701671006;1.0
0.7113939238498312;0.6576605158565312;1.0
0.016903226832976848;0.4996451067885392;0.0
-0.5537693898557948;-0.18133810034232;0.0
0.980746366022326;0.7989105974425;1.0
0.8123938364718553;-0.32696831853292724;1.0
-0.23330340273189812;-1.7498152613009488;0.0
-0.36782937882626343;-1.9690559239484888;1.0
0.05185929321179908;-0.522880869067551;0.0
0.37633285381823856;1.3413740703427022;0.0
-0.07917239976208817;-0.1715671433358908;0.0
-0.2854880170103652;-1.556535787002992;0.0
-0.05542692183249874;-0.3888016144986927;0.0
-0.042604468381734845;-0.07404306326790888;1.0
-0.42105650213644363;0.15812609849274045;0.0
-0.7816533470325394;2.065936279160313;1.0
0.047618810334718625;-1.2104172336384655;0.0
-1.577565781573349;-0.6568875599900729;1.0
0.27130704946858564;1.688095037123647;0.0
0.16466937551652225;-1.2745884241750758;1.0
0.42830642404599395;-0.22273914434988826;0.0
0.1773616464664525;-2.3467830627622823;0.0
0.5077558772766164;2.531356843422723;0.0
0.26501651954329286;0.9761035267318021;1.0
-0.9346259919312548;-0.7644703260434629;1.0
-0.15751719688883403;1.1540164759053553;0.0
-0.6367441314521777;-0.06543890582326971;0.0
1.290047164779085;-0.060749349235527585;1.0
-0.4262492362562431;1.6323005285299208;0.0
0.387025974094267;1.3464947784458172;1.0
-0.1429085085189705;-0.910395997115742;0.0
0.3761027804261432;-0.24933470423377185;1.0
0.3730220453099007;0.133939145944876;1.0
0.3532226220264437;-0.8851684095742945;1.0
0.030816055532755515;-0.31845484811205743;0.0
2.0490590466107714;-2.184230320302747;1.0
-1.262466611872564;-1.3053691164054904;1.0
-0.48219122917350654;1.0526111139305225;0.0
-0.13439561069696934;0.0460459805649276;1.0
0.10048620347369701;1.6381103009358826;1.0
-0.2126327895834812;0.2554583261643237;0.0
-0.3575827659613703;1.4260580008514914;0.0
-0.233949342499589;1.513228046464776;1.0
-0.012464577965497464;0.9197907696700851;1.0
-0.24930052673659472;-1.00183661188706;0.0
-0.16362430816565493;-1.3900031675262032;0.0
1.1188601092078412;0.3745060750115763;1.0
-0.20430654298570924;-0.5534710985824173;0.0
0.19784239576729953;-0.5762990016503239;1.0
0.36921855255241265;0.07399013300878321;0.0
-0.07343966943216551;0.5930527260774431;1.0
-0.7331007564266407;-1.3096332248062308;0.0
-0.31823386282500343;-0.722689421250031;0.0
-0.06038701242605245;-0.5105634640274762;0.0
-0.9642400862746359;0.0997457992594885;0.0
1.5372882975004636;2.6429429245421874;1.0
-0.5214269159677023;-0.3309867303730678;1.0
-0.091381000101977;-1.5265321996900523;0.0
0.1736493683078485;0.7345735390650363;1.0
0.1369617046368828;-0.5715496445016512;0.0
0.6337449316862984;-2.434482426597176;1.0
0.5643472754035412;-0.6687264021351558;0.0
-0.6291762770975148;-0.38118939122105383;1.0
-0.16105815666381745;0.9489273111212446;0.0
-0.26732579358822994;0.22378561881529643;0.0
0.16918145124792286;0.4050411730492643;0.0
-0.11810154543037543;-2.3952131403503802;0.0
0.3894570446803062;0.7702626261693161;1.0
0.22148361976003425;0.4242415161056242;0.0
0.18856557585385395;-0.7141375176934018;1.0
2.0039990944061303;-1.1729437148687412;1.0
-0.4096806690398237;-0.577799163359741;0.0
-0.9198066888264199;-1.274892266814245;1.0
-0.07670209504159292;0.9272507137366085;0.0
0.11911945393272141;-1.840548539924381;0.0
-0.11734830074124876;0.4845256644300696;0.0
-0.2380915643821391;0.3608601087403272;0.0
0.35656490205315794;0.8196828952627496;1.0
-0.6056654048248371;-0.8275780470111258;1.0
-0.2830624430807549;1.2421757604068902;0.0
0.297677539596342;-1.4392090764642766;0.0
-1.158421741644472;0.47264137935909867;1.0
-0.14803704794899297;-0.20161551130427507;0.0
-0.04984533751739931;1.1368700712905058;0.0
-0.07485652648138033;-0.07224211882886701;0.0
1.0380865531196657;-0.9440264620320259;1.0
-0.04883975414571701;0.029555678201718547;1.0
0.2008467053269863;-0.46884766741389616;0.0
